loan_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_date,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_util,total_acc,total_pymnt
LC003865,5000,5000,36 months,10.39,162.25,B,B4,2 years,MORTGAGE,24383.23,2019-10-28,Fully Paid,credit_card,TN,27.12,0,662,666,24,0,60.4,38,3904.56
LC003866,10000,10000,60 months,22.2,277.33,E,E5,10+ years,RENT,40069.55,2019-09-23,Fully Paid,debt_consolidation,WI,16.31,0,765,769,9,0,44.4,17,9550.8
LC003867,30000,30000,36 months,12.62,1005.34,C,C4,7 years,RENT,83481.76,2021-10-27,Charged Off,vacation,PA,38.28,0,827,831,25,0,52.0,27,10575.79
LC003868,10000,10000,60 months,9.97,212.32,B,B4,2 years,MORTGAGE,37785.71,2023-09-07,Charged Off,home_improvement,NY,11.7,2,788,792,16,0,66.1,23,4832.34
LC003869,5000,5000,36 months,6.27,152.72,A,A1,1 year,RENT,84900.72,2018-05-09,Fully Paid,vacation,MD,19.55,0,754,758,17,1,24.7,25,3201.01
LC003870,25000,25000,60 months,17.93,633.88,D,D2,7 years,MORTGAGE,35373.74,2023-04-19,Fully Paid,vacation,GA,30.84,0,651,655,17,0,57.2,20,12283.26
LC003871,40000,38126.14,60 months,12.03,890.38,C,C5,6 years,MORTGAGE,106009.76,2019-09-12,Current,education,FL,23.5,0,757,761,21,0,55.1,36,21173.66
LC003872,40000,40000,60 months,18.81,1033.44,D,D1,9 years,OWN,89395.52,2024-08-23,Charged Off,medical,MD,14.27,0,640,644,4,0,49.8,9,10752.42
LC003873,10000,6474.16,36 months,15.09,347.09,C,C4,< 1 year,MORTGAGE,86329.11,2024-08-14,Current,home_improvement,VA,29.5,2,804,808,15,1,24.5,15,575.17
LC003874,20000,20000,36 months,22.91,773.26,E,E5,4 years,RENT,37747.69,2021-05-14,Fully Paid,vacation,WA,38.05,0,827,831,11,0,37.5,21,10258.87
LC003875,15000,15000,36 months,16.29,529.51,D,D4,3 years,RENT,33041.71,2020-05-08,Fully Paid,home_improvement,WI,5.01,0,599,603,22,0,81.2,31,10902.96
LC003876,30000,30000,36 months,14.22,1028.54,C,C2,< 1 year,OTHER,44013.07,2020-11-04,Fully Paid,medical,MA,27.81,0,846,850,25,0,92.1,29,9679.95
LC003877,20000,20000,60 months,18.18,509.83,D,D4,< 1 year,OWN,33959.46,2018-03-11,Charged Off,small_business,IL,13.37,2,798,802,25,0,77.3,28,6737.07
LC003878,30000,16484.16,60 months,8.72,618.68,B,B3,10+ years,RENT,61347.67,2020-02-23,Current,education,CA,26.76,0,716,720,13,0,93.8,24,8704.81
LC003879,40000,33698.77,36 months,11.14,1312.2,B,B2,6 years,MORTGAGE,74256.91,2020-10-19,Current,vacation,VA,15.44,1,711,715,13,0,14.8,24,16356.38
LC003880,20000,20000,36 months,7.02,617.72,A,A1,9 years,RENT,112611.16,2018-01-25,Fully Paid,credit_card,FL,29.0,0,833,837,17,0,60.0,25,14188.24
LC003881,30000,30000,60 months,10.92,651.08,B,B1,8 years,RENT,70026.4,2018-12-25,Fully Paid,home_improvement,IL,11.63,0,680,684,19,0,32.4,30,12788.81
LC003882,5000,3403.4,60 months,13.17,114.2,C,C4,2 years,OTHER,58978.81,2018-01-08,Current,auto,TX,20.67,0,670,674,11,0,82.0,23,1661.2
LC003883,35000,35000,60 months,23.77,1002.21,E,E4,7 years,MORTGAGE,39332.45,2021-03-20,Late (31-120 days),credit_card,GA,30.85,0,698,702,11,1,6.6,26,8481.14
LC003884,25000,25000,36 months,12.83,840.3,C,C5,4 years,RENT,55751.01,2023-02-01,Charged Off,moving,WA,10.81,0,721,725,17,0,55.1,17,1842.81
LC003885,5000,5000,36 months,23.1,193.81,E,E1,10+ years,MORTGAGE,85738.36,2021-08-28,Fully Paid,small_business,CA,5.6,0,744,748,8,0,77.6,15,1419.39
LC003886,35000,35000,36 months,11.21,1149.34,B,B5,3 years,MORTGAGE,61899.01,2023-11-03,Charged Off,vacation,TN,7.8,0,849,853,9,0,55.1,24,10634.61
LC003887,40000,40000,60 months,19.43,1047.11,D,D5,6 years,MORTGAGE,43626.72,2024-05-06,Late (31-120 days),small_business,VA,6.2,0,649,653,10,1,89.5,23,18412.39
LC003888,5000,5000,60 months,8.22,101.91,A,A4,10+ years,OWN,58415.46,2020-03-16,Fully Paid,debt_consolidation,AZ,9.03,0,692,696,2,1,48.4,9,6287.8
LC003889,40000,40000,36 months,10.69,1303.68,B,B1,5 years,OWN,16481.46,2019-08-04,Fully Paid,moving,NJ,11.72,0,627,631,6,0,80.1,13,12712.23
LC003890,15000,13671.86,36 months,15.44,523.22,C,C2,7 years,RENT,82762.89,2022-12-16,Current,moving,MO,10.85,3,616,620,17,0,95.9,18,5277.08
LC003891,15000,15000,36 months,14.23,514.34,C,C1,6 years,MORTGAGE,37413.7,2022-08-25,Fully Paid,debt_consolidation,FL,24.85,0,606,610,13,0,42.0,25,13936.2
LC003892,15000,13631.03,36 months,12.54,502.09,C,C3,6 years,RENT,57286.16,2022-08-03,Current,credit_card,OH,31.73,0,812,816,23,0,57.5,27,7068.76
LC003893,25000,25000,60 months,17.03,621.72,D,D5,8 years,OWN,96244.97,2019-10-07,Charged Off,moving,FL,17.43,0,796,800,18,0,85.1,26,11424.19
LC003894,40000,40000,36 months,12.16,1331.63,C,C1,5 years,RENT,49998.49,2020-07-05,Fully Paid,moving,AZ,24.48,0,723,727,13,1,99.2,14,23993.61
LC003895,15000,15000,36 months,20.65,562.43,E,E3,< 1 year,MORTGAGE,62399.6,2019-05-14,Fully Paid,auto,TX,37.73,3,780,784,5,0,96.3,12,14610.72
LC003896,35000,35000,36 months,7.11,1082.46,A,A4,4 years,MORTGAGE,61058.71,2019-09-22,Fully Paid,debt_consolidation,TX,23.16,0,815,819,5,0,21.5,20,44517.44
LC003897,10000,8320.74,36 months,5.87,303.63,A,A1,2 years,RENT,105446.65,2019-09-06,Current,home_improvement,MA,31.24,0,616,620,22,0,47.2,36,2067.09
LC003898,10000,10000,36 months,23.4,389.19,E,E3,6 years,OWN,37954.82,2018-06-16,Charged Off,home_improvement,NC,35.87,1,612,616,22,0,66.8,30,4038.83
LC003899,20000,15216.61,36 months,23.56,780.04,E,E2,3 years,RENT,34433.17,2024-01-19,Current,education,GA,21.58,0,766,770,23,0,34.3,38,3992.37
LC003900,25000,25000,60 months,22.52,697.88,E,E2,2 years,OWN,66987.34,2023-05-31,Charged Off,auto,AZ,14.82,0,625,629,25,0,91.6,38,12855.88
LC003901,10000,6313.48,60 months,16.24,244.46,D,D2,1 year,RENT,95986.95,2023-04-06,Current,moving,TX,25.73,0,656,660,11,0,47.7,11,3438.75
LC003902,15000,15000,36 months,9.22,478.53,B,B3,6 years,RENT,161560.25,2021-08-21,Fully Paid,home_improvement,MA,20.62,0,694,698,5,1,66.5,19,10415.1
LC003903,5000,4116.78,36 months,14.72,172.64,C,C4,3 years,RENT,49644.13,2020-09-17,Current,vacation,PA,23.2,0,813,817,20,0,12.6,32,1958.29
LC003904,40000,40000,36 months,7.42,1242.78,A,A3,6 years,RENT,48316.38,2022-11-17,Charged Off,debt_consolidation,WA,6.75,1,653,657,7,0,85.9,20,6333.34
LC003905,35000,35000,36 months,6.42,1071.44,A,A5,10+ years,MORTGAGE,72420.18,2023-08-28,Fully Paid,moving,WA,5.16,0,680,684,5,0,47.1,19,18282.62
LC003906,10000,10000,36 months,9.01,318.04,B,B1,1 year,OWN,26929.86,2024-08-09,Fully Paid,education,FL,17.66,0,751,755,6,2,52.5,12,12453.44
LC003907,30000,21011.7,60 months,13.07,683.67,C,C3,8 years,OWN,45503.69,2023-09-28,Current,home_improvement,TN,7.75,2,674,678,12,2,70.9,13,6119.61
LC003908,40000,40000,36 months,23.07,1549.85,E,E2,< 1 year,RENT,95757.08,2024-11-18,Default,credit_card,IL,17.74,0,619,623,2,0,21.2,9,1255.99
LC003909,5000,5000,36 months,23.12,193.86,E,E5,5 years,MORTGAGE,56225.23,2024-12-12,Fully Paid,moving,OH,23.6,0,786,790,9,0,40.5,20,802.52
LC003910,10000,7663.95,36 months,7.42,310.69,A,A2,4 years,RENT,60886.9,2019-05-18,Current,vacation,WI,31.63,0,822,826,8,0,82.5,16,699.06
LC003911,10000,10000,36 months,26.02,403.01,F,F4,< 1 year,MORTGAGE,50537.45,2019-01-18,Fully Paid,education,WI,39.18,0,764,768,11,0,35.4,25,2513.4
LC003912,10000,10000,36 months,27.81,412.61,F,F5,< 1 year,MORTGAGE,53676.58,2023-07-02,Default,home_improvement,IL,38.92,0,699,703,20,0,77.9,24,1683.95
LC003913,35000,35000,36 months,8.87,1110.87,B,B5,1 year,MORTGAGE,105406.84,2018-05-17,Fully Paid,education,PA,19.84,0,739,743,11,0,20.2,12,39670.23
LC003914,20000,12117.55,36 months,8.9,635.06,B,B1,5 years,MORTGAGE,107096.65,2018-11-02,Current,home_improvement,NJ,18.81,0,683,687,2,0,40.6,14,282.66
LC003915,25000,25000,36 months,13.37,846.81,C,C4,8 years,RENT,45149.89,2022-08-06,Fully Paid,education,NJ,27.6,0,682,686,25,2,60.7,31,11381.05
LC003916,35000,35000,36 months,5.64,1059.07,A,A2,2 years,RENT,56045.18,2022-11-11,Fully Paid,credit_card,OH,38.95,0,793,797,8,1,38.9,13,33017.8
LC003917,5000,5000,36 months,13.94,170.74,C,C2,5 years,RENT,55938.18,2024-06-05,Fully Paid,credit_card,NC,36.73,1,603,607,20,2,87.5,31,4928.91
LC003918,40000,40000,36 months,5.84,1213.98,A,A4,7 years,OWN,79537.58,2024-12-26,Fully Paid,vacation,IL,36.26,0,822,826,15,0,65.7,25,48664.85
LC003919,20000,20000,36 months,16.36,706.7,D,D5,< 1 year,RENT,57545.77,2023-10-30,Fully Paid,education,MI,10.46,0,841,845,13,0,82.1,13,24397.0
LC003920,40000,40000,36 months,27.2,1637.3,F,F5,< 1 year,RENT,34891.17,2023-09-24,Charged Off,education,TN,8.13,0,847,851,2,0,75.0,4,7150.05
LC003921,5000,4758.94,36 months,10.23,161.88,B,B3,9 years,MORTGAGE,69137.54,2023-02-25,Current,vacation,TX,6.64,0,819,823,23,1,18.7,28,1527.91
LC003922,25000,20006.81,60 months,26.68,758.61,F,F5,4 years,MORTGAGE,45435.24,2018-05-31,Current,vacation,OH,26.84,1,593,597,11,0,33.9,13,10105.74
LC003923,35000,35000,36 months,10.77,1142.05,B,B1,9 years,OTHER,45757.77,2024-07-04,Fully Paid,credit_card,CA,33.21,0,759,763,13,0,53.9,20,40546.14
LC003924,20000,20000,36 months,21.32,756.79,E,E5,10+ years,RENT,23593.71,2021-08-07,Default,moving,GA,31.97,0,797,801,13,0,47.8,14,10970.29
LC003925,5000,5000,36 months,10.36,162.18,B,B4,3 years,RENT,58455.84,2020-04-05,Fully Paid,education,IL,13.57,0,770,774,16,0,10.0,16,3940.52
LC003926,15000,15000,36 months,7.21,464.6,A,A1,5 years,MORTGAGE,54624.42,2022-10-10,Fully Paid,auto,GA,26.18,0,661,665,22,0,77.5,22,4418.65
LC003927,40000,40000,60 months,9.21,834.42,B,B5,5 years,OTHER,76876.63,2024-11-04,Fully Paid,small_business,FL,8.77,0,672,676,18,0,13.9,21,16937.22
LC003928,40000,40000,36 months,16.17,1409.64,D,D5,6 years,OWN,131001.07,2019-03-22,Default,auto,NJ,32.25,3,777,781,17,0,61.9,29,16224.72
LC003929,10000,10000,60 months,8.88,207.0,B,B1,5 years,RENT,41609.87,2019-02-08,Fully Paid,education,OH,5.54,0,675,679,11,0,41.9,13,6810.2
LC003930,40000,29990.9,36 months,13.15,1350.65,C,C1,4 years,OWN,21955.56,2022-05-02,Current,auto,MI,17.06,0,813,817,18,0,38.5,20,10128.46
LC003931,40000,38636.6,36 months,11.57,1320.37,B,B2,3 years,RENT,102816.49,2023-07-31,Current,auto,NY,7.18,0,730,734,12,0,83.6,20,9543.34
LC003932,40000,25253.81,60 months,7.22,796.21,A,A4,1 year,MORTGAGE,66057.22,2018-09-02,Current,moving,MI,39.7,0,599,603,16,0,44.1,30,1883.74
LC003933,10000,8946.0,36 months,10.91,326.96,B,B3,4 years,MORTGAGE,95650.98,2024-09-06,Current,credit_card,NY,17.49,1,706,710,4,0,90.2,6,2399.77
LC003934,20000,20000,60 months,10.64,431.27,B,B5,2 years,OWN,75172.69,2020-12-07,Fully Paid,credit_card,MI,18.26,1,622,626,25,1,51.4,40,3061.56
LC003935,20000,20000,36 months,19.73,740.52,D,D3,5 years,RENT,160486.1,2023-09-25,Fully Paid,moving,GA,37.32,2,750,754,5,0,49.0,8,19873.0
LC003936,15000,15000,60 months,13.07,341.83,C,C2,5 years,RENT,52336.19,2019-02-23,Fully Paid,education,NC,8.1,0,725,729,23,0,60.6,37,19167.74
LC003937,30000,29081.11,60 months,20.07,795.99,E,E3,3 years,MORTGAGE,26944.95,2024-04-18,Current,credit_card,FL,28.79,0,784,788,10,0,47.3,25,11252.09
LC003938,25000,25000,36 months,22.74,964.36,E,E2,8 years,MORTGAGE,41423.41,2023-02-18,Charged Off,home_improvement,VA,38.05,0,774,778,12,0,22.5,26,9634.03
LC003939,10000,9536.53,36 months,7.15,309.46,A,A2,8 years,MORTGAGE,68662.16,2019-11-30,Current,credit_card,IN,35.69,0,838,842,7,0,37.4,14,5290.49
LC003940,25000,25000,60 months,7.79,504.4,A,A2,8 years,MORTGAGE,41530.19,2024-12-13,Fully Paid,medical,NJ,34.7,0,739,743,5,0,65.7,17,8740.69
LC003941,10000,10000,60 months,18.76,258.09,D,D4,1 year,MORTGAGE,46797.25,2023-06-06,Fully Paid,small_business,MD,14.09,3,646,650,6,0,26.5,14,11808.7
LC003942,20000,20000,36 months,19.49,738.08,D,D4,7 years,MORTGAGE,66296.95,2018-10-25,Default,education,VA,7.39,0,799,803,25,0,92.9,33,2376.3
LC003943,35000,35000,60 months,12.27,783.34,C,C4,3 years,MORTGAGE,62696.17,2020-04-25,Fully Paid,vacation,GA,10.77,2,815,819,23,0,42.6,27,6248.67
LC003944,40000,27552.78,36 months,10.51,1300.29,B,B4,9 years,RENT,76601.78,2023-10-04,Current,vacation,VA,39.63,0,590,594,2,0,70.9,8,13550.68
LC003945,10000,10000,36 months,12.67,335.35,C,C1,5 years,MORTGAGE,44971.19,2019-03-18,Fully Paid,auto,IN,14.59,0,664,668,20,0,33.4,33,1849.95
LC003946,15000,15000,36 months,10.07,484.5,B,B5,8 years,MORTGAGE,84539.19,2021-12-11,Fully Paid,education,GA,32.57,0,692,696,11,0,69.9,24,4700.0
LC003947,35000,35000,36 months,5.7,1060.02,A,A4,6 years,RENT,64156.03,2022-05-17,Fully Paid,debt_consolidation,OH,10.55,1,828,832,5,0,45.4,18,6089.91
LC003948,30000,24681.4,36 months,11.3,986.43,B,B4,6 years,RENT,73936.71,2023-12-04,Current,moving,AZ,13.94,0,823,827,21,0,13.3,35,2166.85
LC003949,10000,10000,60 months,11.84,221.64,B,B5,5 years,RENT,151503.29,2024-02-06,Fully Paid,home_improvement,VA,9.93,0,614,618,2,0,48.8,14,7139.08
LC003950,10000,10000,36 months,11.73,330.86,B,B1,8 years,RENT,38472.82,2022-11-07,Fully Paid,education,CA,8.99,0,621,625,23,0,67.5,37,3763.75
LC003951,40000,36598.06,60 months,16.06,974.0,D,D5,5 years,OWN,48073.43,2024-04-04,Current,medical,WA,21.85,0,615,619,10,0,86.7,21,10391.23
LC003952,35000,25586.71,36 months,10.03,1129.84,B,B3,1 year,RENT,49502.43,2023-02-21,Current,vacation,NC,7.39,0,763,767,16,0,62.1,17,14261.08
LC003953,5000,4921.39,36 months,25.52,200.18,F,F5,1 year,MORTGAGE,62863.25,2020-12-08,Current,auto,IL,5.44,1,749,753,14,0,85.9,23,2472.27
LC003954,35000,35000,60 months,13.65,808.05,C,C1,9 years,MORTGAGE,40474.95,2020-04-22,Fully Paid,medical,OH,31.41,0,830,834,13,1,94.5,15,41085.22
LC003955,20000,20000,60 months,16.59,492.65,D,D1,8 years,MORTGAGE,53688.53,2021-09-09,Fully Paid,vacation,NY,20.45,0,771,775,4,0,9.5,12,16215.91
LC003956,35000,29804.96,36 months,9.12,1114.95,B,B3,7 years,OWN,52355.43,2019-01-20,Current,vacation,MD,20.17,2,717,721,6,0,1.1,7,14504.01
LC003957,5000,5000,60 months,14.12,116.65,C,C5,4 years,OWN,54468.52,2024-03-18,Charged Off,education,TX,19.31,0,781,785,3,0,40.9,16,11.21
LC003958,5000,5000,60 months,17.73,126.23,D,D5,1 year,MORTGAGE,34713.97,2021-06-15,Fully Paid,moving,IN,24.6,0,629,633,14,0,41.8,15,5294.49
LC003959,30000,22959.8,60 months,16.57,738.66,D,D5,4 years,MORTGAGE,38570.91,2021-05-13,Current,vacation,TX,20.6,0,796,800,21,0,17.1,29,2917.3
LC003960,30000,30000,60 months,6.59,588.25,A,A4,2 years,RENT,128972.12,2024-02-26,Fully Paid,credit_card,IN,34.88,0,713,717,14,0,36.9,14,37978.2
LC003961,15000,15000,60 months,14.14,350.11,C,C2,8 years,RENT,31482.49,2021-02-01,Fully Paid,debt_consolidation,TX,20.93,0,675,679,25,0,37.6,37,5698.64
LC003962,10000,10000,36 months,11.82,331.28,B,B5,9 years,OWN,58973.79,2023-07-23,Fully Paid,vacation,NJ,29.3,0,590,594,25,0,33.8,31,11438.26
LC003963,25000,25000,36 months,29.53,1054.86,F,F2,1 year,RENT,62925.36,2020-05-20,Fully Paid,auto,IN,29.44,0,830,834,16,0,97.9,17,19847.81
LC003964,35000,24867.84,36 months,22.39,1343.74,E,E1,6 years,RENT,88741.58,2022-10-13,Current,credit_card,NJ,17.36,0,622,626,20,0,92.0,27,6071.64
LC003965,10000,10000,60 months,11.98,222.34,B,B2,2 years,MORTGAGE,51678.29,2022-05-21,Fully Paid,home_improvement,MA,20.96,0,698,702,17,0,52.8,21,8256.78
LC003966,40000,35550.18,60 months,11.55,880.71,B,B1,4 years,RENT,85326.65,2021-09-13,Current,small_business,WA,31.02,2,739,743,16,0,92.0,20,17686.91
LC003967,15000,13651.31,36 months,14.11,513.47,C,C3,8 years,OTHER,118307.69,2020-08-21,Current,small_business,GA,30.96,0,597,601,20,0,0.1,30,3624.83
LC003968,40000,40000,36 months,17.93,1444.69,D,D1,< 1 year,RENT,38784.74,2018-02-28,Late (31-120 days),small_business,IN,32.87,0,670,674,15,0,96.8,26,7191.82
LC003969,30000,30000,36 months,9.06,954.83,B,B3,2 years,MORTGAGE,35729.27,2024-01-02,Fully Paid,auto,TN,26.43,2,601,605,13,0,73.1,16,33049.26
LC003970,25000,25000,36 months,11.25,821.43,B,B2,9 years,MORTGAGE,38588.47,2018-12-30,Fully Paid,credit_card,MA,33.78,1,677,681,19,0,94.2,24,12517.53
LC003971,25000,25000,60 months,21.13,678.16,E,E4,1 year,RENT,11376.92,2023-11-25,Charged Off,auto,TN,7.67,0,727,731,8,0,73.3,16,7382.2
LC003972,30000,30000,36 months,15.28,1044.08,C,C4,6 years,MORTGAGE,64314.15,2023-05-02,Fully Paid,credit_card,PA,19.05,2,650,654,19,0,72.6,20,19579.97
LC003973,20000,20000,36 months,11.47,659.23,B,B3,5 years,MORTGAGE,22191.14,2019-10-11,Fully Paid,credit_card,VA,22.08,0,674,678,22,0,53.2,36,14147.25
LC003974,15000,15000,60 months,11.19,327.56,B,B3,3 years,MORTGAGE,31119.33,2024-05-10,Fully Paid,home_improvement,FL,15.26,0,623,627,23,1,94.9,30,9456.23
LC003975,15000,15000,36 months,23.4,583.78,E,E5,3 years,MORTGAGE,58253.87,2020-12-29,Default,moving,NJ,6.56,0,628,632,12,1,12.9,19,4190.74
LC003976,5000,5000,36 months,6.33,152.86,A,A4,10+ years,RENT,80083.02,2022-01-10,Fully Paid,auto,TX,30.44,0,652,656,7,0,55.6,17,4432.11
LC003977,35000,19652.15,36 months,16.84,1245.06,D,D3,1 year,MORTGAGE,36746.79,2022-05-11,Current,vacation,NY,25.29,1,785,789,10,0,58.6,21,9190.95
LC003978,15000,15000,36 months,13.71,510.55,C,C5,1 year,MORTGAGE,47702.32,2022-05-21,Fully Paid,vacation,CA,35.81,0,625,629,16,0,25.4,29,5724.26
LC003979,5000,5000,60 months,5.81,96.22,A,A1,1 year,MORTGAGE,62104.88,2020-06-23,Charged Off,vacation,TN,33.2,0,695,699,24,0,10.6,25,1443.41
LC003980,40000,40000,36 months,24.69,1583.84,F,F5,10+ years,MORTGAGE,50705.17,2019-02-22,Fully Paid,moving,GA,27.3,0,848,852,4,1,23.3,5,21407.32
LC003981,10000,9116.14,60 months,9.06,207.87,B,B2,8 years,MORTGAGE,96408.18,2020-09-11,Current,credit_card,CA,25.85,1,637,641,15,0,25.2,27,3394.24
LC003982,5000,2991.58,36 months,10.53,162.58,B,B1,5 years,OWN,62575.5,2022-07-15,Current,medical,NJ,18.65,0,777,781,15,0,5.5,26,1595.58
LC003983,30000,30000,36 months,26.38,1214.8,F,F1,1 year,MORTGAGE,68580.51,2023-06-29,Charged Off,medical,VA,8.31,3,705,709,17,0,48.4,22,5084.83
LC003984,15000,15000,60 months,6.7,294.9,A,A2,8 years,RENT,79327.8,2021-12-22,Fully Paid,moving,AZ,19.05,0,796,800,7,0,69.5,17,10020.79
LC003985,5000,5000,36 months,20.61,187.38,E,E1,9 years,OWN,56880.73,2022-07-11,Fully Paid,credit_card,WI,6.18,0,843,847,6,0,57.2,7,3066.78
LC003986,10000,10000,60 months,7.19,198.91,A,A5,6 years,RENT,132406.11,2019-04-08,Fully Paid,debt_consolidation,MD,25.86,3,850,854,18,0,19.1,29,11871.84
LC003987,10000,10000,36 months,9.55,320.56,B,B1,8 years,MORTGAGE,48009.65,2023-09-28,Fully Paid,home_improvement,VA,27.68,0,633,637,6,0,47.7,12,4234.85
LC003988,5000,5000,60 months,5.9,96.43,A,A2,4 years,RENT,77242.05,2024-08-03,Fully Paid,education,PA,8.82,0,603,607,21,0,66.6,26,5868.61
LC003989,40000,33783.55,60 months,25.23,1179.45,F,F3,10+ years,RENT,42641.9,2020-01-11,Current,vacation,MO,11.11,1,597,601,19,0,17.6,33,6688.64
LC003990,15000,15000,60 months,8.71,309.27,B,B3,5 years,MORTGAGE,77769.86,2020-11-01,Fully Paid,home_improvement,AZ,27.97,1,691,695,14,0,3.9,14,11427.73
LC003991,10000,10000,60 months,16.33,244.94,D,D1,3 years,MORTGAGE,106707.03,2020-07-16,Fully Paid,vacation,WA,39.3,0,680,684,21,0,56.3,28,8482.7
LC003992,10000,10000,36 months,14.27,343.09,C,C1,1 year,RENT,48480.77,2022-02-19,Charged Off,medical,FL,25.44,0,701,705,2,0,36.4,11,3175.95
LC003993,30000,30000,60 months,11.3,656.77,B,B3,3 years,MORTGAGE,34972.55,2024-03-31,Fully Paid,small_business,NC,15.21,0,670,674,2,0,10.6,11,21021.34
LC003994,40000,40000,36 months,10.89,1307.47,B,B5,5 years,MORTGAGE,25676.87,2023-03-05,Fully Paid,credit_card,IN,27.97,0,711,715,5,0,44.0,7,30419.59
LC003995,10000,9364.88,36 months,13.66,340.13,C,C5,9 years,MORTGAGE,44836.22,2021-03-09,Current,auto,MD,25.74,0,614,618,3,0,86.9,18,4163.73
LC003996,20000,20000,36 months,14.91,692.43,C,C4,3 years,MORTGAGE,49539.36,2021-09-12,Charged Off,auto,WA,31.02,0,836,840,17,0,89.4,19,546.14
LC003997,35000,35000,36 months,17.12,1249.94,D,D1,7 years,MORTGAGE,55410.56,2022-10-20,Late (31-120 days),home_improvement,FL,18.54,0,621,625,23,0,72.3,38,16515.29
LC003998,10000,6429.23,36 months,7.44,310.79,A,A1,8 years,RENT,66360.54,2024-03-14,Current,auto,IN,23.78,1,733,737,13,0,52.2,27,1756.53
LC003999,5000,5000,60 months,16.87,123.91,D,D4,10+ years,MORTGAGE,56248.23,2021-11-24,Charged Off,moving,MI,37.28,0,601,605,22,0,31.8,37,2478.22
LC004000,25000,24726.75,60 months,12.73,565.38,C,C4,4 years,RENT,132484.65,2023-07-05,Current,small_business,NC,10.61,0,723,727,12,0,17.1,19,14467.67
LC004001,30000,28262.4,60 months,22.36,834.72,E,E4,1 year,OWN,67627.76,2023-07-15,Current,home_improvement,NC,36.63,0,848,852,24,0,55.7,37,9930.87
LC004002,30000,17030.5,60 months,12.4,673.41,C,C1,9 years,RENT,21528.58,2021-07-13,Current,moving,WI,27.23,0,718,722,23,0,42.4,23,6236.1
LC004003,10000,10000,36 months,13.13,337.57,C,C3,< 1 year,OWN,64821.87,2023-05-06,Fully Paid,education,MI,33.54,2,834,838,12,0,10.2,26,1623.45
LC004004,15000,15000,36 months,7.5,466.59,A,A2,4 years,MORTGAGE,31191.74,2018-07-28,Fully Paid,vacation,WA,16.2,0,828,832,5,0,53.1,16,15193.4
LC004005,35000,35000,36 months,13.81,1192.99,C,C3,9 years,MORTGAGE,29848.44,2022-04-15,Fully Paid,moving,TN,22.17,0,827,831,12,0,23.7,12,38649.73
LC004006,5000,5000,36 months,9.27,159.63,B,B3,< 1 year,OWN,144217.12,2019-03-14,Fully Paid,medical,OH,30.46,0,841,845,17,0,81.3,19,1184.78
LC004007,25000,25000,36 months,20.72,938.29,E,E2,7 years,MORTGAGE,39236.67,2018-03-20,Fully Paid,medical,MO,22.26,0,690,694,12,0,29.0,20,11661.13
LC004008,40000,40000,36 months,13.69,1361.09,C,C1,10+ years,RENT,39906.18,2021-07-23,Fully Paid,medical,IL,29.76,0,837,841,14,0,71.1,19,50849.84
LC004009,10000,10000,60 months,9.39,209.48,B,B2,9 years,MORTGAGE,72230.38,2024-08-16,Charged Off,vacation,MI,5.27,0,610,614,10,0,85.7,23,2051.64
LC004010,25000,25000,60 months,12.09,557.25,C,C3,9 years,RENT,90748.84,2018-03-26,Fully Paid,auto,PA,32.01,0,719,723,22,0,95.7,22,28891.37
LC004011,15000,15000,36 months,12.29,500.29,C,C3,10+ years,RENT,133590.12,2024-03-22,Late (31-120 days),auto,NC,36.62,0,850,854,8,0,58.7,22,4001.55
LC004012,20000,20000,36 months,12.03,664.57,C,C2,10+ years,MORTGAGE,42603.93,2021-11-06,Fully Paid,auto,MO,7.04,0,660,664,12,0,67.2,24,6687.94
LC004013,5000,2618.5,36 months,9.74,160.73,B,B4,4 years,RENT,116609.19,2019-08-13,Current,home_improvement,OH,37.96,0,774,778,13,0,39.2,25,360.32
LC004014,20000,20000,60 months,19.58,525.21,D,D4,2 years,MORTGAGE,47057.6,2021-12-02,Fully Paid,medical,WI,23.7,2,606,610,9,0,18.0,16,2997.31
LC004015,25000,25000,60 months,9.56,525.78,B,B3,4 years,OWN,19262.06,2024-11-26,Fully Paid,vacation,VA,17.96,0,637,641,12,0,89.8,18,22018.82
LC004016,30000,30000,36 months,21.48,1137.66,E,E4,8 years,RENT,83423.97,2022-04-09,Fully Paid,home_improvement,OH,34.06,2,693,697,18,1,95.6,31,34239.8
LC004017,40000,40000,36 months,18.64,1458.97,D,D5,5 years,RENT,64133.55,2018-09-10,Fully Paid,home_improvement,MO,38.32,0,812,816,13,0,62.2,13,44564.7
LC004018,20000,20000,36 months,11.03,655.06,B,B5,7 years,MORTGAGE,43484.71,2023-07-16,Fully Paid,vacation,TX,10.47,0,585,589,16,0,50.5,31,9132.89
LC004019,20000,20000,60 months,10.06,425.53,B,B3,2 years,RENT,55627.87,2024-04-03,Fully Paid,home_improvement,AZ,24.28,0,611,615,3,0,41.9,10,5517.39
LC004020,15000,15000,36 months,18.78,548.17,D,D2,3 years,RENT,72227.04,2019-11-24,Fully Paid,credit_card,NY,7.55,0,609,613,13,0,7.9,20,14433.79
